Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
72,Entry short,2022-12-07,CB V3,374,255,95370,-4216.79,-4.42,19.49,225.06,0.24,-4206.84,-4.41,-5356.04,-5.36,4
73,Exit short,2022-12-19,Margin call,367.01,1,366.66,-0.42,-0.12,0.07,0,0.00,-0.39,-0.11,-5365.89,-5.37,0
73,Entry short,2022-12-19,CB V3,366.66,1,366.66,-0.42,-0.12,0.07,0,0.00,-0.39,-0.11,-5365.89,-5.37,0
74,Exit short,2022-12-21,Margin call,370.45,16,5866.56,-61.82,-1.05,1.18,85.33,1.45,-61.23,-1.04,-5427.12,-5.43,2
74,Entry short,2022-12-19,CB V3,366.66,16,5866.56,-61.82,-1.05,1.18,85.33,1.45,-61.23,-1.04,-5427.12,-5.43,2
75,Exit short,2023-01-09,1 ATR stop,373.56,241,88365.06,-1680.74,-1.90,17.84,1993.87,2.26,-1671.74,-1.89,-7099.02,-7.10,13
75,Entry short,2022-12-19,CB V3,366.66,241,88365.06,-1680.74,-1.90,17.84,1993.87,2.26,-1671.74,-1.89,-7099.02,-7.10,13
76,Exit long,2023-01-23,2R target,383.39,250,92572.5,3256.16,3.52,18.84,3265.74,3.53,-244.26,-0.26,-3842.87,-3.84,8
76,Entry long,2023-01-10,CB V3,370.29,250,92572.5,3256.16,3.52,18.84,3265.74,3.53,-244.26,-0.26,-3842.87,-3.84,8
77,Exit short,2023-02-07,1 ATR stop,396.95,245,95782.75,-1489.3,-1.55,19.3,294.22,0.31,-1479.58,-1.54,-5332.17,-5.33,0
77,Entry short,2023-02-07,CB V3,390.95,245,95782.75,-1489.3,-1.55,19.3,294.22,0.31,-1479.58,-1.54,-5332.17,-5.33,0
78,Exit short,2023-02-10,Margin call,390.55,8,3104.56,-20.46,-0.66,0.62,6.17,0.20,-20.15,-0.65,-5361.75,-5.36,0
78,Entry short,2023-02-10,CB V3,388.07,8,3104.56,-20.46,-0.66,0.62,6.17,0.20,-20.15,-0.65,-5361.75,-5.36,0
79,Exit short,2023-02-13,1 ATR stop,394.34,235,91196.45,-1491.84,-1.64,18.39,181.23,0.20,-1482.57,-1.63,-6844.47,-6.84,1
79,Entry short,2023-02-10,CB V3,388.07,235,91196.45,-1491.84,-1.64,18.39,181.23,0.20,-1482.57,-1.63,-6844.47,-6.84,1
80,Exit long,2023-02-21,1 ATR stop,385.02,235,91859.15,-1397.68,-1.52,18.23,914.36,1.00,-1388.64,-1.51,-8242.15,-8.24,2
80,Entry long,2023-02-16,CB V3,390.89,235,91859.15,-1397.68,-1.52,18.23,914.36,1.00,-1388.64,-1.51,-8242.15,-8.24,2
81,Exit short,2023-02-22,Margin call,383.56,4,1528,-6.55,-0.43,0.31,0,0.00,-6.39,-0.42,-8257.72,-8.26,0
81,Entry short,2023-02-22,CB V3,382,4,1528,-6.55,-0.43,0.31,0,0.00,-6.39,-0.42,-8257.72,-8.26,0
82,Exit short,2023-03-03,Margin call,386.74,4,1528,-19.27,-1.26,0.31,27.29,1.79,-19.11,-1.25,-8276.83,-8.28,7
82,Entry short,2023-02-22,CB V3,382,4,1528,-19.27,-1.26,0.31,27.29,1.79,-19.11,-1.25,-8276.83,-8.28,7
83,Exit short,2023-03-06,1 ATR stop,387.89,232,88624,-1384.34,-1.56,17.86,1582.66,1.79,-1375.34,-1.55,-9652.31,-9.65,8
83,Entry short,2023-02-22,CB V3,382,232,88624,-1384.34,-1.56,17.86,1582.66,1.79,-1375.34,-1.55,-9652.31,-9.65,8
84,Exit long,2023-03-22,1 ATR stop,376.46,235,89939.2,-1488.94,-1.66,17.84,837.01,0.93,-1480.09,-1.65,-11141.25,-11.14,0
84,Entry long,2023-03-22,CB V3,382.72,235,89939.2,-1488.94,-1.66,17.84,837.01,0.93,-1480.09,-1.65,-11141.25,-11.14,0
85,Exit long,2023-05-02,1 ATR stop,394.24,222,88531.38,-1027.71,-1.16,17.61,448.47,0.51,-1018.95,-1.15,-12168.95,-12.17,1
85,Entry long,2023-05-01,CB V3,398.79,222,88531.38,-1027.71,-1.16,17.61,448.47,0.51,-1018.95,-1.15,-12168.95,-12.17,1
