Trade number,Type,Date and time,Signal,Price USD,Size (qty),Size (value),Net PnL USD,Return %,Commission USD,Favorable excursion USD,Favorable excursion %,Adverse excursion USD,Adverse excursion %,Cumulative PnL USD,Cumulative PnL %,Duration (bars)
95,Exit short,2022-02-22,TARGET,400.86,1,417.51,16.65,3.99,0,16.65,3.99,-4.07,-0.97,11.85,0.01,4
95,Entry short,2022-02-15,V3 SHORT,417.51,1,417.51,16.65,3.99,0,16.65,3.99,-4.07,-0.97,11.85,0.01,4
96,Exit long,2022-03-07,STOP,397.52,1,406.5,-8.98,-2.21,0,8.55,2.10,-8.98,-2.21,2.87,0.00,5
96,Entry long,2022-02-28,V3 LONG,406.5,1,406.5,-8.98,-2.21,0,8.55,2.10,-8.98,-2.21,2.87,0.00,5
97,Exit short,2022-03-16,STOP,405.13,1,396.02,-9.11,-2.30,0,4.8,1.21,-9.11,-2.30,-6.24,-0.01,2
97,Entry short,2022-03-14,V3 SHORT,396.02,1,396.02,-9.11,-2.30,0,4.8,1.21,-9.11,-2.30,-6.24,-0.01,2
98,Exit long,2022-04-22,STOP,410.5,1,419.39,-8.89,-2.12,0,16.73,3.99,-8.89,-2.12,-15.13,-0.02,23
98,Entry long,2022-03-21,V3 LONG,419.39,1,419.39,-8.89,-2.12,0,16.73,3.99,-8.89,-2.12,-15.13,-0.02,23
99,Exit long,2022-04-29,STOP,391.79,1,399.8,-8.01,-2.00,0,2.15,0.54,-8.01,-2.00,-23.14,-0.02,0
99,Entry long,2022-04-29,V3 LONG,399.8,1,399.8,-8.01,-2.00,0,2.15,0.54,-8.01,-2.00,-23.14,-0.02,0
100,Exit long,2022-05-05,STOP,391.8,1,400.71,-8.91,-2.22,0,0.42,0.10,-8.91,-2.22,-32.05,-0.03,0
100,Entry long,2022-05-05,V3 LONG,400.71,1,400.71,-8.91,-2.22,0,0.42,0.10,-8.91,-2.22,-32.05,-0.03,0
101,Exit long,2022-05-19,STOP,366.8,1,377.52,-10.72,-2.84,0,8.11,2.15,-10.72,-2.84,-42.77,-0.04,3
101,Entry long,2022-05-16,V3 LONG,377.52,1,377.52,-10.72,-2.84,0,8.11,2.15,-10.72,-2.84,-42.77,-0.04,3
102,Exit long,2022-06-09,STOP,379.76,1,389.24,-9.48,-2.44,0,3.97,1.02,-9.48,-2.44,-52.25,-0.05,4
102,Entry long,2022-06-03,V3 LONG,389.24,1,389.24,-9.48,-2.44,0,3.97,1.02,-9.48,-2.44,-52.25,-0.05,4
103,Exit short,2022-07-15,STOP,363.28,1,355.56,-7.72,-2.17,0,3.84,1.08,-7.72,-2.17,-59.97,-0.06,2
103,Entry short,2022-07-13,V3 SHORT,355.56,1,355.56,-7.72,-2.17,0,3.84,1.08,-7.72,-2.17,-59.97,-0.06,2
104,Exit short,2022-08-29,TARGET,381.25,1,395.33,14.08,3.56,0,14.08,3.56,-2.76,-0.70,-45.89,-0.05,5
104,Entry short,2022-08-22,V3 SHORT,395.33,1,395.33,14.08,3.56,0,14.08,3.56,-2.76,-0.70,-45.89,-0.05,5
105,Exit long,2022-10-07,STOP,347.18,1,355.4,-8.22,-2.31,0,5.77,1.62,-8.22,-2.31,-54.11,-0.05,2
105,Entry long,2022-10-05,V3 LONG,355.4,1,355.4,-8.22,-2.31,0,5.77,1.62,-8.22,-2.31,-54.11,-0.05,2
106,Exit short,2022-10-24,STOP,358.94,1,350.3,-8.64,-2.47,0,4.28,1.22,-8.64,-2.47,-62.75,-0.06,2
106,Entry short,2022-10-20,V3 SHORT,350.3,1,350.3,-8.64,-2.47,0,4.28,1.22,-8.64,-2.47,-62.75,-0.06,2
107,Exit short,2023-01-09,STOP,373.57,1,366.67,-6.9,-1.88,0,8.32,2.27,-6.9,-1.88,-69.65,-0.07,13
107,Entry short,2022-12-19,V3 SHORT,366.67,1,366.67,-6.9,-1.88,0,8.32,2.27,-6.9,-1.88,-69.65,-0.07,13
108,Exit long,2023-01-19,STOP,372.3,1,379.29,-6.99,-1.84,0,3.4,0.90,-6.99,-1.84,-76.64,-0.08,4
108,Entry long,2023-01-12,V3 LONG,379.29,1,379.29,-6.99,-1.84,0,3.4,0.90,-6.99,-1.84,-76.64,-0.08,4
109,Exit short,2023-02-07,STOP,396.96,1,390.96,-6,-1.53,0,1.25,0.32,-6,-1.53,-82.64,-0.08,0
109,Entry short,2023-02-07,V3 SHORT,390.96,1,390.96,-6,-1.53,0,1.25,0.32,-6,-1.53,-82.64,-0.08,0
110,Exit short,2023-02-13,STOP,394.34,1,388.08,-6.26,-1.61,0,0.82,0.21,-6.26,-1.61,-88.9,-0.09,1
110,Entry short,2023-02-10,V3 SHORT,388.08,1,388.08,-6.26,-1.61,0,0.82,0.21,-6.26,-1.61,-88.9,-0.09,1
111,Exit long,2023-05-01,TARGET,400.06,1,387.86,12.2,3.15,0,12.2,3.15,-2.24,-0.58,-76.7,-0.08,21
111,Entry long,2023-03-30,V3 LONG,387.86,1,387.86,12.2,3.15,0,12.2,3.15,-2.24,-0.58,-76.7,-0.08,21
112,Exit long,2023-05-30,TARGET,405.08,1,395.4,9.68,2.45,0,9.68,2.45,-2.76,-0.70,-67.02,-0.07,12
112,Entry long,2023-05-11,V3 LONG,395.4,1,395.4,9.68,2.45,0,9.68,2.45,-2.76,-0.70,-67.02,-0.07,12
